Compound,k2,log_k2,Source,Notes,SMILES
T0744 + TCO,9695828459.62935,9.986584923272765,Svatunek computational data,Calculated from ΔG‡ = 16.02 kJ/mol,c1occc1c2nnc(CC)nn2
T1380 + TCO,9688467805.94811,9.986255100473237,Svatunek computational data,Calculated from ΔG‡ = 16.02 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(C)nn2
T0507 + TCO,9683563807.396032,9.986035218573555,Svatunek computational data,Calculated from ΔG‡ = 16.02 kJ/mol,CSc2nnc(c1cnccc1)nn2
T0777 + TCO,9681112739.320988,9.98592527763621,Svatunek computational data,Calculated from ΔG‡ = 16.02 kJ/mol,c1occc1c2nnc(c1sccc1)nn2
T0618 + TCO,9663972625.632284,9.985155691087312,Svatunek computational data,Calculated from ΔG‡ = 16.03 kJ/mol,CC(=C)c2nnc(c1ccc(O)cc1)nn2
T0623 + TCO,9605436572.717579,9.982517108584842,Svatunek computational data,Calculated from ΔG‡ = 16.04 kJ/mol,CC(=C)c2nnc(C=C)nn2
T0694 + TCO,9603005280.05918,9.982407167653749,Svatunek computational data,Calculated from ΔG‡ = 16.04 kJ/mol,c1sccc1c2nnc(C=C)nn2
T0212 + TCO,9556927464.969187,9.980318289819245,Svatunek computational data,Calculated from ΔG‡ = 16.06 kJ/mol,c1(O)ccccc1c2nnc(C)nn2
T0780 + TCO,9523116926.275566,9.978779116696447,Svatunek computational data,Calculated from ΔG‡ = 16.06 kJ/mol,c1occc1c2nnc(c1cocc1)nn2
T0233 + TCO,9511070744.23859,9.978229412009735,Svatunek computational data,Calculated from ΔG‡ = 16.07 kJ/mol,c1c(O)cccc1c2nnc(C)nn2
T0523 + TCO,9496635438.149178,9.97756976639818,Svatunek computational data,Calculated from ΔG‡ = 16.07 kJ/mol,CSc2nnc(C#C)nn2
T1372 + TCO,9475023547.317616,9.976580297949598,Svatunek computational data,Calculated from ΔG‡ = 16.08 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(OC)cc1)nn2
T0653 + TCO,9455854270.917051,9.975700770450857,Svatunek computational data,Calculated from ΔG‡ = 16.08 kJ/mol,s1cccc1c2nnc(c1ccc(O)cc1)nn2
T0689 + TCO,9448675794.718607,9.975370947626331,Svatunek computational data,Calculated from ΔG‡ = 16.08 kJ/mol,c1sccc1c2nnc(c1ccc(O)cc1)nn2
T0666 + TCO,9398578819.990263,9.973062187929639,Svatunek computational data,Calculated from ΔG‡ = 16.1 kJ/mol,s1cccc1c2nnc(c1sccc1)nn2
T0978 + TCO,9252217846.278328,9.966245849814403,Svatunek computational data,Calculated from ΔG‡ = 16.14 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(SC)nn2
T0486 + TCO,9252217846.278328,9.966245849814403,Svatunek computational data,Calculated from ΔG‡ = 16.14 kJ/mol,COc2nnc(c1c(O)cccc1)nn2
T1074 + TCO,9126600472.138529,9.960309039185406,Svatunek computational data,Calculated from ΔG‡ = 16.17 kJ/mol,c1cc(OC)ccc1c2nnc(c1cocc1)nn2
T1207 + TCO,9105830685.632254,9.959319570749324,Svatunek computational data,Calculated from ΔG‡ = 16.18 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(OC)nn2
T0457 + TCO,9085108165.536562,9.958330102300742,Svatunek computational data,Calculated from ΔG‡ = 16.18 kJ/mol,c1ccccc1/C=C/c2nnc(c1cc(O)ccc1)nn2
T1266 + TCO,9071319358.44694,9.957670456676686,Svatunek computational data,Calculated from ΔG‡ = 16.19 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(N)cc1)nn2
T0658 + TCO,9050675377.483782,9.956680988240604,Svatunek computational data,Calculated from ΔG‡ = 16.19 kJ/mol,s1cccc1c2nnc(C=C)nn2
T0977 + TCO,9034651433.581469,9.955911401679206,Svatunek computational data,Calculated from ΔG‡ = 16.2 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(OC)nn2
T0769 + TCO,9023223131.62402,9.955361696992494,Svatunek computational data,Calculated from ΔG‡ = 16.2 kJ/mol,c1occc1c2nnc(C=C)nn2
T0889 + TCO,9020939206.553474,9.955251756055151,Svatunek computational data,Calculated from ΔG‡ = 16.2 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(C=C)nn2
T1378 + TCO,9009528249.755621,9.95470205136844,Svatunek computational data,Calculated from ΔG‡ = 16.2 kJ/mol,c1(NC)ccccc1c2nnc(c1c(NC)cccc1)nn2
T1349 + TCO,9009528249.755621,9.95470205136844,Svatunek computational data,Calculated from ΔG‡ = 16.2 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(O)cc1)nn2
T0443 + TCO,8973110095.28805,9.95294299634596,Svatunek computational data,Calculated from ΔG‡ = 16.21 kJ/mol,c1ccccc1/C=C/c2nnc(I)nn2
T1329 + TCO,8905222362.793703,9.949644768238183,Svatunek computational data,Calculated from ΔG‡ = 16.23 kJ/mol,c1(NC)ccccc1c2nnc(CC)nn2
T0696 + TCO,8902968305.387796,9.949534827288343,Svatunek computational data,Calculated from ΔG‡ = 16.23 kJ/mol,c1sccc1c2nnc(/C=C/c1ccccc1)nn2
T0987 + TCO,8889455939.260424,9.948875181689283,Svatunek computational data,Calculated from ΔG‡ = 16.24 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1ccc(N)cc1)nn2
T0733 + TCO,8860249457.436924,9.947445949478833,Svatunek computational data,Calculated from ΔG‡ = 16.24 kJ/mol,o1cccc1c2nnc(/C=C/c1ccccc1)nn2
T1362 + TCO,8826668889.53349,9.945796835418696,Svatunek computational data,Calculated from ΔG‡ = 16.25 kJ/mol,c1(NC)ccccc1c2nnc(c1sccc1)nn2
T0599 + TCO,8793215592.572489,9.94414772134606,Svatunek computational data,Calculated from ΔG‡ = 16.26 kJ/mol,CC(=C)c2nnc(C(C)C)nn2
T0705 + TCO,8757671813.77539,9.942388666348577,Svatunek computational data,Calculated from ΔG‡ = 16.27 kJ/mol,o1cccc1c2nnc(C)nn2
T1071 + TCO,8739953838.639471,9.941509138849838,Svatunek computational data,Calculated from ΔG‡ = 16.28 kJ/mol,c1cc(OC)ccc1c2nnc(c1sccc1)nn2
T0633 + TCO,8722271709.154217,9.940629611338599,Svatunek computational data,Calculated from ΔG‡ = 16.28 kJ/mol,s1cccc1c2nnc(CC)nn2
T1122 + TCO,8713444064.081884,9.94018984758923,Svatunek computational data,Calculated from ΔG‡ = 16.29 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1ccc(N)cc1)nn2
T0625 + TCO,8603849414.678352,9.934692800722102,Svatunek computational data,Calculated from ΔG‡ = 16.32 kJ/mol,CC(=C)c2nnc(/C=C/c1ccccc1)nn2
T0256 + TCO,8590791031.6749,9.934033155085547,Svatunek computational data,Calculated from ΔG‡ = 16.32 kJ/mol,c1cc(O)ccc1c2nnc(CC)nn2
T1471 + TCO,8547406058.648103,9.9318343363262,Svatunek computational data,Calculated from ΔG‡ = 16.33 kJ/mol,c1cc([O-])ccc1c2nnc(C(=O)N)nn2
T1208 + TCO,8543079630.503936,9.931614454464013,Svatunek computational data,Calculated from ΔG‡ = 16.33 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(SC)nn2
T0832 + TCO,8540917237.591448,9.93150451352667,Svatunek computational data,Calculated from ΔG‡ = 16.33 kJ/mol,c1cc(N)ccc1c2nnc(c1ccncc1)nn2
T1257 + TCO,8536594093.393068,9.931284631639485,Svatunek computational data,Calculated from ΔG‡ = 16.34 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(SC)nn2
T0487 + TCO,8525795804.882686,9.930734926965274,Svatunek computational data,Calculated from ΔG‡ = 16.34 kJ/mol,COc2nnc(c1cc(O)ccc1)nn2
T1112 + TCO,8523637786.543289,9.930624986015431,Svatunek computational data,Calculated from ΔG‡ = 16.34 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(OC)nn2
T1063 + TCO,8521480314.678876,9.930515045078089,Svatunek computational data,Calculated from ΔG‡ = 16.34 kJ/mol,c1cc(OC)ccc1c2nnc(C=C)nn2
T0406 + TCO,8506393294.692373,9.92974545852919,Svatunek computational data,Calculated from ΔG‡ = 16.34 kJ/mol,C=Cc2nnc(C=C)nn2
T0764 + TCO,8469864499.618877,9.927876462569369,Svatunek computational data,Calculated from ΔG‡ = 16.36 kJ/mol,c1occc1c2nnc(c1ccc(O)cc1)nn2
T0401 + TCO,8448450292.546236,9.926777053195943,Svatunek computational data,Calculated from ΔG‡ = 16.36 kJ/mol,C=Cc2nnc(c1ccc(O)cc1)nn2
T0597 + TCO,8439899777.157345,9.926337289459072,Svatunek computational data,Calculated from ΔG‡ = 16.36 kJ/mol,CC(=C)c2nnc(C)nn2
T1113 + TCO,8382409708.927589,9.923368884125827,Svatunek computational data,Calculated from ΔG‡ = 16.38 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(SC)nn2
T0381 + TCO,8365450941.027015,9.922489356645833,Svatunek computational data,Calculated from ΔG‡ = 16.39 kJ/mol,C=Cc2nnc(CC)nn2
T1217 + TCO,8340077097.919307,9.921170065391475,Svatunek computational data,Calculated from ΔG‡ = 16.39 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1ccc(N)cc1)nn2
T1408 + TCO,8337966088.261646,9.921060124454133,Svatunek computational data,Calculated from ΔG‡ = 16.39 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(/C=C/c1ccccc1)nn2
T0517 + TCO,8266508802.965183,9.91732213255949,Svatunek computational data,Calculated from ΔG‡ = 16.42 kJ/mol,CSc2nnc(c1c(O)cccc1)nn2
T1457 + TCO,8231010138.662882,9.915453136637165,Svatunek computational data,Calculated from ΔG‡ = 16.43 kJ/mol,c1cc([O-])ccc1c2nnc(C(F)(F)F)nn2
T1058 + TCO,8212278484.309199,9.914463668188581,Svatunek computational data,Calculated from ΔG‡ = 16.43 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccc(O)cc1)nn2
T0466 + TCO,8191515527.356481,9.913364258815157,Svatunek computational data,Calculated from ΔG‡ = 16.44 kJ/mol,COc2nncnn2
T0474 + TCO,8172873752.778362,9.912374790379074,Svatunek computational data,Calculated from ΔG‡ = 16.44 kJ/mol,COc2nnc(c1ccccc1)nn2
T1038 + TCO,8170805065.251952,9.91226484945423,Svatunek computational data,Calculated from ΔG‡ = 16.44 kJ/mol,c1cc(OC)ccc1c2nnc(CC)nn2
T0032 + TCO,8154274402.066545,9.911385321942992,Svatunek computational data,Calculated from ΔG‡ = 16.45 kJ/mol,Ic2nnc(C(C)C)nn2
T0697 + TCO,8141898355.819645,9.910725676306438,Svatunek computational data,Calculated from ΔG‡ = 16.45 kJ/mol,c1sccc1c2nnc(OC)nn2
T1436 + TCO,8019166303.037174,9.904129220053386,Svatunek computational data,Calculated from ΔG‡ = 16.49 kJ/mol,c1cc([O-])ccc1c2nnc(F)nn2
T0841 + TCO,7990796062.102409,9.902590046918093,Svatunek computational data,Calculated from ΔG‡ = 16.5 kJ/mol,c1cc(N)ccc1c2nnc(c1c(O)cccc1)nn2
T0842 + TCO,7964542145.61698,9.901160814745138,Svatunek computational data,Calculated from ΔG‡ = 16.51 kJ/mol,c1cc(N)ccc1c2nnc(c1cc(O)ccc1)nn2
T0668 + TCO,7902284217.20881,9.897752645662521,Svatunek computational data,Calculated from ΔG‡ = 16.53 kJ/mol,c1sccc1c2nnc(C)nn2
T1256 + TCO,7872334361.844649,9.896103531614884,Svatunek computational data,Calculated from ΔG‡ = 16.54 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(OC)nn2
T0771 + TCO,7864366922.173612,9.895663767865512,Svatunek computational data,Calculated from ΔG‡ = 16.54 kJ/mol,c1occc1c2nnc(/C=C/c1ccccc1)nn2
T0030 + TCO,7858396634.439769,9.895333945040987,Svatunek computational data,Calculated from ΔG‡ = 16.54 kJ/mol,Ic2nnc(C)nn2
T0505 + TCO,7814752793.843031,9.89291524441945,Svatunek computational data,Calculated from ΔG‡ = 16.55 kJ/mol,CSc2nnc(c1ccccc1)nn2
T0745 + TCO,7698900894.028708,9.886428729103743,Svatunek computational data,Calculated from ΔG‡ = 16.59 kJ/mol,c1occc1c2nnc(C(C)C)nn2
T0831 + TCO,7695003952.07177,9.886208847216558,Svatunek computational data,Calculated from ΔG‡ = 16.59 kJ/mol,c1cc(N)ccc1c2nnc(c1cnccc1)nn2
T0735 + TCO,7683324957.929314,9.885549201592504,Svatunek computational data,Calculated from ΔG‡ = 16.6 kJ/mol,o1cccc1c2nnc(SC)nn2
T0891 + TCO,7629056923.130995,9.882470855334414,Svatunek computational data,Calculated from ΔG‡ = 16.61 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(/C=C/c1ccccc1)nn2
T0276 + TCO,7577090073.886454,9.879502450026166,Svatunek computational data,Calculated from ΔG‡ = 16.63 kJ/mol,c1cc(O)ccc1c2nnc(c1ccc(O)cc1)nn2
T1065 + TCO,7571337874.547286,9.879172627214137,Svatunek computational data,Calculated from ΔG‡ = 16.63 kJ/mol,c1cc(OC)ccc1c2nnc(/C=C/c1ccccc1)nn2
T0458 + TCO,7504550672.485517,9.87532469440715,Svatunek computational data,Calculated from ΔG‡ = 16.66 kJ/mol,c1ccccc1/C=C/c2nnc(c1ccc(O)cc1)nn2
T1081 + TCO,7491264094.862979,9.874555107833253,Svatunek computational data,Calculated from ΔG‡ = 16.66 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccc(OC)cc1)nn2
T0548 + TCO,7491264094.862979,9.874555107833253,Svatunek computational data,Calculated from ΔG‡ = 16.66 kJ/mol,COC(=O)c2nnc(C(C)(C)C)nn2
T0494 + TCO,7487472252.351368,9.874335225958568,Svatunek computational data,Calculated from ΔG‡ = 16.66 kJ/mol,COc2nnc(C#Cc1ccccc1)nn2
T1354 + TCO,7444003769.672305,9.87180658438719,Svatunek computational data,Calculated from ΔG‡ = 16.68 kJ/mol,c1(NC)ccccc1c2nnc(C=C)nn2
T0743 + TCO,7427063139.0871,9.870817115963607,Svatunek computational data,Calculated from ΔG‡ = 16.68 kJ/mol,c1occc1c2nnc(C)nn2
T0734 + TCO,7380207840.072123,9.868068592517545,Svatunek computational data,Calculated from ΔG‡ = 16.7 kJ/mol,o1cccc1c2nnc(OC)nn2
T0660 + TCO,7361548592.673401,9.866969183156618,Svatunek computational data,Calculated from ΔG‡ = 16.7 kJ/mol,s1cccc1c2nnc(/C=C/c1ccccc1)nn2
T1409 + TCO,7283693525.114768,9.862351663763233,Svatunek computational data,Calculated from ΔG‡ = 16.73 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(OC)nn2
T1456 + TCO,7248744394.750404,9.860262785928727,Svatunek computational data,Calculated from ΔG‡ = 16.74 kJ/mol,c1cc([O-])ccc1c2nnc(C(F)F)nn2
T0829 + TCO,7243241461.678266,9.859932963141699,Svatunek computational data,Calculated from ΔG‡ = 16.74 kJ/mol,c1cc(N)ccc1c2nnc(c1ccccc1)nn2
T0380 + TCO,7237742705.569877,9.859603140317171,Svatunek computational data,Calculated from ΔG‡ = 16.75 kJ/mol,C=Cc2nnc(C)nn2
T0632 + TCO,7228587387.114345,9.85905343561796,Svatunek computational data,Calculated from ΔG‡ = 16.75 kJ/mol,s1cccc1c2nnc(C)nn2
T1419 + TCO,7206661845.660982,9.85773414436985,Svatunek computational data,Calculated from ΔG‡ = 16.76 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(N)cc1)nn2
T0006 + TCO,7172082334.632855,9.855645266566592,Svatunek computational data,Calculated from ΔG‡ = 16.77 kJ/mol,CCc2nnc(CC)nn2
T0518 + TCO,7105218728.494054,9.851577451878669,Svatunek computational data,Calculated from ΔG‡ = 16.79 kJ/mol,CSc2nnc(c1cc(O)ccc1)nn2
T1356 + TCO,7092639155.874555,9.850807865304771,Svatunek computational data,Calculated from ΔG‡ = 16.8 kJ/mol,c1(NC)ccccc1c2nnc(/C=C/c1ccccc1)nn2
T1307 + TCO,7056820108.031065,9.84860904657042,Svatunek computational data,Calculated from ΔG‡ = 16.81 kJ/mol,CC(=O)Nc2nnc(SC)nn2
T0698 + TCO,7017628050.032057,9.846190345911387,Svatunek computational data,Calculated from ΔG‡ = 16.82 kJ/mol,c1sccc1c2nnc(SC)nn2
T0473 + TCO,6911843396.750429,9.839593889670835,Svatunek computational data,Calculated from ΔG‡ = 16.86 kJ/mol,COc2nnc(I)nn2
T0320 + TCO,6845672745.592678,9.83541613403932,Svatunek computational data,Calculated from ΔG‡ = 16.88 kJ/mol,FC(F)c2nnc(C(C)(C)C)nn2
T0858 + TCO,6821454095.590255,9.833876960929024,Svatunek computational data,Calculated from ΔG‡ = 16.89 kJ/mol,c1cc(N)ccc1c2nnc(c1occc1)nn2
T0504 + TCO,6778419417.107251,9.831128437457965,Svatunek computational data,Calculated from ΔG‡ = 16.91 kJ/mol,CSc2nnc(I)nn2
T0438 + TCO,6768131557.846498,9.830468791858907,Svatunek computational data,Calculated from ΔG‡ = 16.91 kJ/mol,c1ccccc1/C=C/c2nnc(CC)nn2
T1455 + TCO,6764705742.109837,9.830248909971722,Svatunek computational data,Calculated from ΔG‡ = 16.91 kJ/mol,c1cc([O-])ccc1c2nnc(CF)nn2
T0627 + TCO,6699943716.00204,9.826071154352706,Svatunek computational data,Calculated from ΔG‡ = 16.94 kJ/mol,CC(=C)c2nnc(SC)nn2
T0488 + TCO,6652621393.867076,9.822992808094616,Svatunek computational data,Calculated from ΔG‡ = 16.95 kJ/mol,COc2nnc(c1ccc(O)cc1)nn2
T0626 + TCO,6624053206.159781,9.821123812159794,Svatunek computational data,Calculated from ΔG‡ = 16.96 kJ/mol,CC(=C)c2nnc(OC)nn2
T0772 + TCO,6615674168.7947,9.820574107460581,Svatunek computational data,Calculated from ΔG‡ = 16.97 kJ/mol,c1occc1c2nnc(OC)nn2
T1410 + TCO,6534118426.872794,9.815187001530798,Svatunek computational data,Calculated from ΔG‡ = 17.0 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(SC)nn2
T0902 + TCO,6494540344.679659,9.812548419022079,Svatunek computational data,Calculated from ΔG‡ = 17.01 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1ccc(N)cc1)nn2
T0857 + TCO,6478120314.185912,9.811449009636155,Svatunek computational data,Calculated from ΔG‡ = 17.02 kJ/mol,c1cc(N)ccc1c2nnc(c1cscc1)nn2
T1037 + TCO,6453568075.5449915,9.809799895576017,Svatunek computational data,Calculated from ΔG‡ = 17.03 kJ/mol,c1cc(OC)ccc1c2nnc(C)nn2
T0849 + TCO,6356286136.730708,9.803203439322965,Svatunek computational data,Calculated from ΔG‡ = 17.07 kJ/mol,c1cc(N)ccc1c2nnc(C#Cc1ccccc1)nn2
T0661 + TCO,6330592870.594273,9.801444384325485,Svatunek computational data,Calculated from ΔG‡ = 17.08 kJ/mol,s1cccc1c2nnc(OC)nn2
T0773 + TCO,6320984693.793537,9.80078473868893,Svatunek computational data,Calculated from ΔG‡ = 17.08 kJ/mol,c1occc1c2nnc(SC)nn2
T0855 + TCO,6279517488.914866,9.797926274318026,Svatunek computational data,Calculated from ΔG‡ = 17.1 kJ/mol,c1cc(N)ccc1c2nnc(C(C)=C)nn2
T0463 + TCO,6276338994.462464,9.79770639244334,Svatunek computational data,Calculated from ΔG‡ = 17.1 kJ/mol,c1ccccc1/C=C/c2nnc(C=C)nn2
T0519 + TCO,6263641096.871439,9.796826864932102,Svatunek computational data,Calculated from ΔG‡ = 17.1 kJ/mol,CSc2nnc(c1ccc(O)cc1)nn2
T1367 + TCO,6232008631.65437,9.79462804618525,Svatunek computational data,Calculated from ΔG‡ = 17.12 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(N)cc1)nn2
T1328 + TCO,6227277560.018283,9.794298223373223,Svatunek computational data,Calculated from ΔG‡ = 17.12 kJ/mol,c1(NC)ccccc1c2nnc(C)nn2
T0255 + TCO,6187991378.298843,9.791549699927161,Svatunek computational data,Calculated from ΔG‡ = 17.13 kJ/mol,c1cc(O)ccc1c2nnc(C)nn2
T0662 + TCO,6167660611.624996,9.790120467741708,Svatunek computational data,Calculated from ΔG‡ = 17.14 kJ/mol,s1cccc1c2nnc(SC)nn2
T0893 + TCO,6019579267.412584,9.779566137731827,Svatunek computational data,Calculated from ΔG‡ = 17.2 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(SC)nn2
T0856 + TCO,5958932969.876988,9.775168500213129,Svatunek computational data,Calculated from ΔG‡ = 17.23 kJ/mol,c1cc(N)ccc1c2nnc(c1sccc1)nn2
T1445 + TCO,5879516730.9330635,9.769341630546473,Svatunek computational data,Calculated from ΔG‡ = 17.26 kJ/mol,c1cc([O-])ccc1c2nnc(c1ncncc1)nn2
T1067 + TCO,5864651653.838993,9.768242221173047,Svatunek computational data,Calculated from ΔG‡ = 17.27 kJ/mol,c1cc(OC)ccc1c2nnc(SC)nn2
T1066 + TCO,5852786656.566524,9.767362693674308,Svatunek computational data,Calculated from ΔG‡ = 17.27 kJ/mol,c1cc(OC)ccc1c2nnc(OC)nn2
T1357 + TCO,5837989160.305823,9.766263284275885,Svatunek computational data,Calculated from ΔG‡ = 17.28 kJ/mol,c1(NC)ccccc1c2nnc(OC)nn2
T0859 + TCO,5798222528.024979,9.763294878980135,Svatunek computational data,Calculated from ΔG‡ = 17.29 kJ/mol,c1cc(N)ccc1c2nnc(c1cocc1)nn2
T1447 + TCO,5728193946.132239,9.758017713962696,Svatunek computational data,Calculated from ΔG‡ = 17.32 kJ/mol,c1cc([O-])ccc1c2nnc(c1ncncn1)nn2
T1479 + TCO,5661877005.31733,9.752960430819941,Svatunek computational data,Calculated from ΔG‡ = 17.35 kJ/mol,c1cc([O-])ccc1c2nnc(C(=O)C)nn2
T0493 + TCO,5654715064.449629,9.752410726139477,Svatunek computational data,Calculated from ΔG‡ = 17.36 kJ/mol,COc2nnc(C=C)nn2
T1076 + TCO,5606253535.422611,9.748672734263582,Svatunek computational data,Calculated from ΔG‡ = 17.38 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccc(N)cc1)nn2
T1358 + TCO,5475808190.9251795,9.73844822706573,Svatunek computational data,Calculated from ΔG‡ = 17.44 kJ/mol,c1(NC)ccccc1c2nnc(SC)nn2
T0468 + TCO,5467497352.856039,9.737788581441674,Svatunek computational data,Calculated from ΔG‡ = 17.44 kJ/mol,COc2nnc(CC)nn2
T0823 + TCO,5464729877.4831,9.737568699566989,Svatunek computational data,Calculated from ΔG‡ = 17.44 kJ/mol,c1cc(N)ccc1c2nnc(CC)nn2
T1465 + TCO,5441262822.969293,9.735699703632166,Svatunek computational data,Calculated from ΔG‡ = 17.45 kJ/mol,c1cc([O-])ccc1c2nnc(C(OC)=C)nn2
T0848 + TCO,5400095937.104964,9.732401475486892,Svatunek computational data,Calculated from ΔG‡ = 17.47 kJ/mol,c1cc(N)ccc1c2nnc(C=C)nn2
T1441 + TCO,5376906438.3698845,9.730532479539571,Svatunek computational data,Calculated from ΔG‡ = 17.48 kJ/mol,c1cc([O-])ccc1c2nnc(c1ncccc1)nn2
T0524 + TCO,5332175420.645577,9.726904428619767,Svatunek computational data,Calculated from ΔG‡ = 17.5 kJ/mol,CSc2nnc(C=C)nn2
T0499 + TCO,5179182573.575356,9.714261220787877,Svatunek computational data,Calculated from ΔG‡ = 17.57 kJ/mol,CSc2nnc(CC)nn2
T1444 + TCO,5137396798.982041,9.710743110780419,Svatunek computational data,Calculated from ΔG‡ = 17.59 kJ/mol,c1cc([O-])ccc1c2nnc(c1ncccn1)nn2
T0850 + TCO,5114040628.074425,9.708764173920752,Svatunek computational data,Calculated from ΔG‡ = 17.61 kJ/mol,c1cc(N)ccc1c2nnc(/C=C/c1ccccc1)nn2
T0465 + TCO,5033127067.590781,9.701837894843175,Svatunek computational data,Calculated from ΔG‡ = 17.65 kJ/mol,c1ccccc1/C=C/c2nnc(/C=C/c1ccccc1)nn2
T0008 + TCO,4973597897.422159,9.696670670763078,Svatunek computational data,Calculated from ΔG‡ = 17.68 kJ/mol,CC(C)c2nnc(C)nn2
T0851 + TCO,4883766856.985727,9.688754923261916,Svatunek computational data,Calculated from ΔG‡ = 17.72 kJ/mol,c1cc(N)ccc1c2nnc(OC)nn2
T0437 + TCO,4865257257.837994,9.68710580918928,Svatunek computational data,Calculated from ΔG‡ = 17.73 kJ/mol,c1ccccc1/C=C/c2nnc(C)nn2
T0843 + TCO,4829670717.979986,9.683917522006347,Svatunek computational data,Calculated from ΔG‡ = 17.75 kJ/mol,c1cc(N)ccc1c2nnc(c1ccc(O)cc1)nn2
T1437 + TCO,4795558307.009094,9.680839175748256,Svatunek computational data,Calculated from ΔG‡ = 17.77 kJ/mol,c1cc([O-])ccc1c2nnc(Cl)nn2
T1432 + TCO,4779802406.418718,9.679409943562804,Svatunek computational data,Calculated from ΔG‡ = 17.77 kJ/mol,c1cc([O-])ccc1c2nncnn2
T0495 + TCO,4725661407.948348,9.674462601357392,Svatunek computational data,Calculated from ΔG‡ = 17.8 kJ/mol,COc2nnc(/C=C/c1ccccc1)nn2
T0003 + TCO,4565734294.205121,9.65951063384756,Svatunek computational data,Calculated from ΔG‡ = 17.89 kJ/mol,Cc2nnc(C)nn2
T0527 + TCO,4475332422.896164,9.650825299778752,Svatunek computational data,Calculated from ΔG‡ = 17.94 kJ/mol,CSc2nnc(OC)nn2
T0526 + TCO,4388942059.9793005,9.642359847603377,Svatunek computational data,Calculated from ΔG‡ = 17.99 kJ/mol,CSc2nnc(/C=C/c1ccccc1)nn2
T0296 + TCO,4380062626.020912,9.641480320079639,Svatunek computational data,Calculated from ΔG‡ = 17.99 kJ/mol,FCc2nnc(C(C)(C)C)nn2
T0852 + TCO,4284651055.665676,9.631915458518339,Svatunek computational data,Calculated from ΔG‡ = 18.04 kJ/mol,c1cc(N)ccc1c2nnc(SC)nn2
T0496 + TCO,4231831359.831652,9.626528352563557,Svatunek computational data,Calculated from ΔG‡ = 18.08 kJ/mol,COc2nnc(OC)nn2
T0498 + TCO,4125003466.769589,9.615424317879464,Svatunek computational data,Calculated from ΔG‡ = 18.14 kJ/mol,CSc2nnc(C)nn2
T1452 + TCO,4114574293.974371,9.614324908481041,Svatunek computational data,Calculated from ΔG‡ = 18.15 kJ/mol,c1cc([O-])ccc1c2nnc(c1c(O)cccc1)nn2
T0822 + TCO,4087581680.7183475,9.611466444110135,Svatunek computational data,Calculated from ΔG‡ = 18.16 kJ/mol,c1cc(N)ccc1c2nnc(C)nn2
T0158 + TCO,3992472532.076447,9.601241936906034,Svatunek computational data,Calculated from ΔG‡ = 18.22 kJ/mol,CNc2nnc(F)nn2
T1476 + TCO,3904515348.840978,9.591567134401142,Svatunek computational data,Calculated from ΔG‡ = 18.27 kJ/mol,c1cc([O-])ccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2
T1453 + TCO,3860288759.3245997,9.586619792208229,Svatunek computational data,Calculated from ΔG‡ = 18.3 kJ/mol,c1cc([O-])ccc1c2nnc(c1cc(O)ccc1)nn2
T1446 + TCO,3798250224.718119,9.579583572205808,Svatunek computational data,Calculated from ΔG‡ = 18.34 kJ/mol,c1cc([O-])ccc1c2nnc(c1cncnc1)nn2
T1478 + TCO,3778111863.679364,9.577274812521615,Svatunek computational data,Calculated from ΔG‡ = 18.36 kJ/mol,c1cc([O-])ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2
T1481 + TCO,3777155561.7837205,9.577164871571775,Svatunek computational data,Calculated from ΔG‡ = 18.36 kJ/mol,c1cc([O-])ccc1c2nnc(c1ccc(C(=O)OC)cc1)nn2
