Compound,k2,log_k2,Source,Notes,SMILES
T0418 + TCO,24888858290.539562,10.396004974973758,Svatunek computational data,Calculated from ΔG‡ = 13.68 kJ/mol,c1ccccc1C#Cc2nnc(c1ccncc1)nn2
T0737 + TCO,24825932234.129765,10.394905565587834,Svatunek computational data,Calculated from ΔG‡ = 13.69 kJ/mol,o1cccc1c2nnc(C(OC)=C)nn2
T0727 + TCO,24781978680.516293,10.394135979026437,Svatunek computational data,Calculated from ΔG‡ = 13.69 kJ/mol,o1cccc1c2nnc(CF)nn2
T1269 + TCO,24756897311.891617,10.393696215277066,Svatunek computational data,Calculated from ΔG‡ = 13.7 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2
T0246 + TCO,24706810702.077736,10.392816687778327,Svatunek computational data,Calculated from ΔG‡ = 13.7 kJ/mol,c1c(O)cccc1c2nnc(c1cncnc1)nn2
T0635 + TCO,24650584378.64276,10.391827219329745,Svatunek computational data,Calculated from ΔG‡ = 13.71 kJ/mol,s1cccc1c2nnc(F)nn2
T1272 + TCO,24613171268.47939,10.391167573705689,Svatunek computational data,Calculated from ΔG‡ = 13.71 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2
T0460 + TCO,24594486013.221584,10.39083775090616,Svatunek computational data,Calculated from ΔG‡ = 13.71 kJ/mol,c1ccccc1/C=C/c2nnc(C(F)F)nn2
T0522 + TCO,24544727983.812702,10.38995822340742,Svatunek computational data,Calculated from ΔG‡ = 13.72 kJ/mol,CSc2nnc(C(F)(F)F)nn2
T0451 + TCO,24526094687.03101,10.389628400595393,Svatunek computational data,Calculated from ΔG‡ = 13.72 kJ/mol,c1ccccc1/C=C/c2nnc(c1ncncn1)nn2
T0885 + TCO,24526094686.325138,10.389628400582893,Svatunek computational data,Calculated from ΔG‡ = 13.72 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(CF)nn2
T0421 + TCO,24513680348.502724,10.389408518720707,Svatunek computational data,Calculated from ΔG‡ = 13.72 kJ/mol,c1ccccc1C#Cc2nnc(c1cncnc1)nn2
T0643 + TCO,24359030279.372635,10.386659995262146,Svatunek computational data,Calculated from ΔG‡ = 13.74 kJ/mol,s1cccc1c2nnc(c1ncccn1)nn2
T0042 + TCO,24346700503.598415,10.386440113387462,Svatunek computational data,Calculated from ΔG‡ = 13.74 kJ/mol,c1ccccc1c2nnc(Cl)nn2
T1325 + TCO,24334376969.469646,10.386220231525275,Svatunek computational data,Calculated from ΔG‡ = 13.74 kJ/mol,CC(=O)Nc2nnc(c1ccc(C(=O)OC)cc1)nn2
T0122 + TCO,24315903362.087673,10.385890408713248,Svatunek computational data,Calculated from ΔG‡ = 13.74 kJ/mol,n1cncnc1c2nnc(C)nn2
T0242 + TCO,24291293698.71683,10.38545064495138,Svatunek computational data,Calculated from ΔG‡ = 13.74 kJ/mol,c1c(O)cccc1c2nnc(c1cnccc1)nn2
T1423 + TCO,24248286707.67178,10.384681058414978,Svatunek computational data,Calculated from ΔG‡ = 13.75 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2
T0114 + TCO,24242149069.07947,10.384571117452639,Svatunek computational data,Calculated from ΔG‡ = 13.75 kJ/mol,c1ncncc1c2nnc(c1ccccc1)nn2
T0243 + TCO,24223745477.133854,10.384241294640612,Svatunek computational data,Calculated from ΔG‡ = 13.75 kJ/mol,c1c(O)cccc1c2nnc(c1ccncc1)nn2
T1019 + TCO,24211484178.275898,10.384021412765925,Svatunek computational data,Calculated from ΔG‡ = 13.75 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(C#Cc1ccccc1)nn2
T0584 + TCO,24205355856.39993,10.383911471828583,Svatunek computational data,Calculated from ΔG‡ = 13.75 kJ/mol,COC(=C)c2nnc(c1ccc(O)cc1)nn2
T0559 + TCO,24193103865.790215,10.383691589953898,Svatunek computational data,Calculated from ΔG‡ = 13.75 kJ/mol,COC(=O)c2nnc(OC)nn2
T0895 + TCO,24089212016.825348,10.381822594006577,Svatunek computational data,Calculated from ΔG‡ = 13.76 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(C(OC)=C)nn2
T1275 + TCO,24083114644.02936,10.381712653069235,Svatunek computational data,Calculated from ΔG‡ = 13.77 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(C(=O)OC)cc1)nn2
T1384 + TCO,24077018815.27093,10.38160271214439,Svatunek computational data,Calculated from ΔG‡ = 13.77 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(Cl)nn2
T1331 + TCO,24064831784.839127,10.381382830269706,Svatunek computational data,Calculated from ΔG‡ = 13.77 kJ/mol,c1(NC)ccccc1c2nnc(F)nn2
T1012 + TCO,23991839034.168446,10.380063538996597,Svatunek computational data,Calculated from ΔG‡ = 13.77 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1cc(O)ccc1)nn2
T0957 + TCO,23840481120.465317,10.377315015575533,Svatunek computational data,Calculated from ΔG‡ = 13.79 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1cnccc1)nn2
T0383 + TCO,23828413817.639828,10.3770951336946,Svatunek computational data,Calculated from ΔG‡ = 13.79 kJ/mol,C=Cc2nnc(F)nn2
T1339 + TCO,23822382457.46816,10.376985192763504,Svatunek computational data,Calculated from ΔG‡ = 13.79 kJ/mol,c1(NC)ccccc1c2nnc(c1ncccn1)nn2
T0407 + TCO,23702075326.66488,10.374786374004156,Svatunek computational data,Calculated from ΔG‡ = 13.8 kJ/mol,c1ccccc1C#Cc2nncnn2
T1282 + TCO,23684081734.683506,10.374456551179629,Svatunek computational data,Calculated from ΔG‡ = 13.81 kJ/mol,CC(=O)Nc2nnc(Br)nn2
T1390 + TCO,23558508494.888683,10.372147791507935,Svatunek computational data,Calculated from ΔG‡ = 13.82 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccncc1)nn2
T0302 + TCO,23558508494.2107,10.372147791495436,Svatunek computational data,Calculated from ΔG‡ = 13.82 kJ/mol,FC(F)c2nnc(C)nn2
T1088 + TCO,23522752870.328625,10.371488145908877,Svatunek computational data,Calculated from ΔG‡ = 13.82 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(Br)nn2
T0690 + TCO,23522752868.297695,10.37148814587138,Svatunek computational data,Calculated from ΔG‡ = 13.82 kJ/mol,c1sccc1c2nnc(CF)nn2
T0062 + TCO,23492997971.318462,10.370938441184668,Svatunek computational data,Calculated from ΔG‡ = 13.83 kJ/mol,c1ccncc1c2nnc(Br)nn2
T0746 + TCO,23487051510.70603,10.370828500259824,Svatunek computational data,Calculated from ΔG‡ = 13.83 kJ/mol,c1occc1c2nnc(F)nn2
T0001 + TCO,23487051510.368073,10.370828500253575,Svatunek computational data,Calculated from ΔG‡ = 13.83 kJ/mol,c2nncnn2
T0075 + TCO,23481106553.88813,10.370718559309983,Svatunek computational data,Calculated from ΔG‡ = 13.83 kJ/mol,c1cnccc1c2nnc(c1ccccc1)nn2
T0237 + TCO,23403958918.48046,10.369289327112032,Svatunek computational data,Calculated from ΔG‡ = 13.84 kJ/mol,c1c(O)cccc1c2nnc(Cl)nn2
T0601 + TCO,23374354288.85126,10.368739622425318,Svatunek computational data,Calculated from ΔG‡ = 13.84 kJ/mol,CC(=C)c2nnc(Cl)nn2
T0258 + TCO,23338878160.635628,10.368079976801264,Svatunek computational data,Calculated from ΔG‡ = 13.84 kJ/mol,c1cc(O)ccc1c2nnc(F)nn2
T1393 + TCO,23262197820.73817,10.36665074462831,Svatunek computational data,Calculated from ΔG‡ = 13.85 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1cncnc1)nn2
T1226 + TCO,23097894766.040684,10.36357239837022,Svatunek computational data,Calculated from ΔG‡ = 13.87 kJ/mol,c1cc(C(=O)OC)ccc1c2nncnn2
T0211 + TCO,23016178935.551147,10.362033225247425,Svatunek computational data,Calculated from ΔG‡ = 13.88 kJ/mol,c1(O)ccccc1c2nncnn2
T1302 + TCO,23016178934.888733,10.362033225234926,Svatunek computational data,Calculated from ΔG‡ = 13.88 kJ/mol,CC(=O)Nc2nnc(C#C)nn2
T1324 + TCO,22888352039.491543,10.35961452461339,Svatunek computational data,Calculated from ΔG‡ = 13.89 kJ/mol,CC(=O)Nc2nnc(c1ccc(C(=O)O)cc1)nn2
T1232 + TCO,22876766674.17569,10.359394642726206,Svatunek computational data,Calculated from ΔG‡ = 13.89 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(Br)nn2
T1236 + TCO,22755473826.95928,10.357085883054513,Svatunek computational data,Calculated from ΔG‡ = 13.91 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1cnccc1)nn2
T1350 + TCO,22732443445.300045,10.356646119305141,Svatunek computational data,Calculated from ΔG‡ = 13.91 kJ/mol,c1(NC)ccccc1c2nnc(CF)nn2
T1286 + TCO,22703688243.194733,10.35609641461843,Svatunek computational data,Calculated from ΔG‡ = 13.91 kJ/mol,CC(=O)Nc2nnc(c1cnccc1)nn2
T1198 + TCO,22617640694.06664,10.354447300545791,Svatunek computational data,Calculated from ΔG‡ = 13.92 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1cc(O)ccc1)nn2
T1336 + TCO,22600470358.675972,10.354117477733764,Svatunek computational data,Calculated from ΔG‡ = 13.92 kJ/mol,c1(NC)ccccc1c2nnc(c1ncccc1)nn2
T0967 + TCO,22594749811.346344,10.35400753680892,Svatunek computational data,Calculated from ΔG‡ = 13.92 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1c(O)cccc1)nn2
T1069 + TCO,22594749810.696056,10.354007536796422,Svatunek computational data,Calculated from ΔG‡ = 13.92 kJ/mol,c1cc(OC)ccc1c2nnc(C(OC)=C)nn2
T0596 + TCO,22583313058.586895,10.353787654927986,Svatunek computational data,Calculated from ΔG‡ = 13.92 kJ/mol,CC(=C)c2nncnn2
T1319 + TCO,22566168782.928898,10.35345783210971,Svatunek computational data,Calculated from ΔG‡ = 13.93 kJ/mol,CC(=O)Nc2nnc(c1ccc(C(F)(F)F)cc1)nn2
T0871 + TCO,22537623908.47857,10.352908127422996,Svatunek computational data,Calculated from ΔG‡ = 13.93 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1ncccc1)nn2
T1405 + TCO,22531919267.961113,10.352798186485654,Svatunek computational data,Calculated from ΔG‡ = 13.93 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(C#C)nn2
T0232 + TCO,22526216071.381294,10.352688245548311,Svatunek computational data,Calculated from ΔG‡ = 13.93 kJ/mol,c1c(O)cccc1c2nncnn2
T0775 + TCO,22480642436.011936,10.351808718037072,Svatunek computational data,Calculated from ΔG‡ = 13.94 kJ/mol,c1occc1c2nnc(C(OC)=C)nn2
T0217 + TCO,22469263443.73227,10.351588836212382,Svatunek computational data,Calculated from ΔG‡ = 13.94 kJ/mol,c1(O)ccccc1c2nnc(Br)nn2
T0081 + TCO,22446522727.566765,10.351149072413017,Svatunek computational data,Calculated from ΔG‡ = 13.94 kJ/mol,n1cccnc1c2nnc(CC)nn2
T0866 + TCO,22440841146.89118,10.351039131488173,Svatunek computational data,Calculated from ΔG‡ = 13.94 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(F)nn2
T0284 + TCO,22361449842.207085,10.349499958340381,Svatunek computational data,Calculated from ΔG‡ = 13.95 kJ/mol,FCc2nnc(I)nn2
T0391 + TCO,22338818245.361156,10.34906019460351,Svatunek computational data,Calculated from ΔG‡ = 13.95 kJ/mol,C=Cc2nnc(c1ncccn1)nn2
T0812 + TCO,22338818244.718235,10.34906019459101,Svatunek computational data,Calculated from ΔG‡ = 13.95 kJ/mol,NC(=O)c2nnc(SC)nn2
T0709 + TCO,22327511037.444138,10.348840312728825,Svatunek computational data,Calculated from ΔG‡ = 13.95 kJ/mol,o1cccc1c2nnc(Cl)nn2
T0664 + TCO,22265423621.201122,10.347630962418057,Svatunek computational data,Calculated from ΔG‡ = 13.96 kJ/mol,s1cccc1c2nnc(C(OC)=C)nn2
T0811 + TCO,22265423621.201122,10.347630962418057,Svatunek computational data,Calculated from ΔG‡ = 13.96 kJ/mol,NC(=O)c2nnc(OC)nn2
T0433 + TCO,22248520673.15076,10.34730113959353,Svatunek computational data,Calculated from ΔG‡ = 13.96 kJ/mol,c1ccccc1C#Cc2nnc(C#C)nn2
T0412 + TCO,22231630558.368225,10.346971316794,Svatunek computational data,Calculated from ΔG‡ = 13.96 kJ/mol,c1ccccc1C#Cc2nnc(Cl)nn2
T0372 + TCO,22226003369.76274,10.346861375856658,Svatunek computational data,Calculated from ΔG‡ = 13.96 kJ/mol,C#Cc2nnc(c1c(O)cccc1)nn2
T0589 + TCO,22209130348.50403,10.346531553044631,Svatunek computational data,Calculated from ΔG‡ = 13.97 kJ/mol,COC(=C)c2nnc(C=C)nn2
T1187 + TCO,22192270136.513885,10.346201730232602,Svatunek computational data,Calculated from ΔG‡ = 13.97 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1cnccc1)nn2
T1092 + TCO,22186652910.673737,10.346091789295262,Svatunek computational data,Calculated from ΔG‡ = 13.97 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1cnccc1)nn2
T0449 + TCO,22186652910.673737,10.346091789295262,Svatunek computational data,Calculated from ΔG‡ = 13.97 kJ/mol,c1ccccc1/C=C/c2nnc(c1ncncc1)nn2
T0610 + TCO,22158588100.81202,10.34554208459605,Svatunek computational data,Calculated from ΔG‡ = 13.97 kJ/mol,CC(=C)c2nnc(c1cncnc1)nn2
T0266 + TCO,22136161815.82795,10.345102320846678,Svatunek computational data,Calculated from ΔG‡ = 13.97 kJ/mol,c1cc(O)ccc1c2nnc(c1ncccn1)nn2
T0093 + TCO,22080195353.44372,10.344002911473254,Svatunek computational data,Calculated from ΔG‡ = 13.98 kJ/mol,c1cncnc1c2nnc(C)nn2
T0360 + TCO,22052265206.759716,10.34345320678654,Svatunek computational data,Calculated from ΔG‡ = 13.98 kJ/mol,C#Cc2nnc(c1ccccc1)nn2
T1197 + TCO,22018795663.026474,10.342793561174984,Svatunek computational data,Calculated from ΔG‡ = 13.99 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1c(O)cccc1)nn2
T1276 + TCO,21796959821.69179,10.338395923662535,Svatunek computational data,Calculated from ΔG‡ = 14.01 kJ/mol,CC(=O)Nc2nncnn2
T0751 + TCO,21714348796.385395,10.336746809596148,Svatunek computational data,Calculated from ΔG‡ = 14.02 kJ/mol,c1occc1c2nnc(c1ncccc1)nn2
T1246 + TCO,21675904206.067394,10.33597722303475,Svatunek computational data,Calculated from ΔG‡ = 14.03 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1c(O)cccc1)nn2
T1059 + TCO,21566437160.42374,10.3337784042879,Svatunek computational data,Calculated from ΔG‡ = 14.04 kJ/mol,c1cc(OC)ccc1c2nnc(CF)nn2
T0640 + TCO,21555520907.54394,10.333558522413215,Svatunek computational data,Calculated from ΔG‡ = 14.04 kJ/mol,s1cccc1c2nnc(c1ncccc1)nn2
T0402 + TCO,21501022468.57423,10.332459113027289,Svatunek computational data,Calculated from ΔG‡ = 14.05 kJ/mol,C=Cc2nnc(CF)nn2
T0037 + TCO,21468389565.845207,10.331799467403235,Svatunek computational data,Calculated from ΔG‡ = 14.05 kJ/mol,c1ccccc1c2nncnn2
T1048 + TCO,21452091692.246067,10.331469644591207,Svatunek computational data,Calculated from ΔG‡ = 14.05 kJ/mol,c1cc(OC)ccc1c2nnc(c1ncccn1)nn2
T0955 + TCO,21435806190.671314,10.33113982176668,Svatunek computational data,Calculated from ΔG‡ = 14.05 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1ccccc1)nn2
T0066 + TCO,21408691157.710075,10.33059011706747,Svatunek computational data,Calculated from ΔG‡ = 14.06 kJ/mol,c1ccncc1c2nnc(c1cnccc1)nn2
T0034 + TCO,21397854750.90048,10.330370235192785,Svatunek computational data,Calculated from ΔG‡ = 14.06 kJ/mol,Ic2nnc(Cl)nn2
T1422 + TCO,21349158758.277874,10.329380766769201,Svatunek computational data,Calculated from ΔG‡ = 14.06 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2
T0607 + TCO,21300573584.54842,10.328391298333118,Svatunek computational data,Calculated from ΔG‡ = 14.07 kJ/mol,CC(=C)c2nnc(c1ccncc1)nn2
T0373 + TCO,21144772221.1972,10.325203011137685,Svatunek computational data,Calculated from ΔG‡ = 14.09 kJ/mol,C#Cc2nnc(c1cc(O)ccc1)nn2
T1425 + TCO,21075300658.598003,10.323773778952232,Svatunek computational data,Calculated from ΔG‡ = 14.1 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2
T0413 + TCO,20942342382.13037,10.32102525550617,Svatunek computational data,Calculated from ΔG‡ = 14.11 kJ/mol,c1ccccc1C#Cc2nnc(Br)nn2
T0221 + TCO,20862970378.08938,10.319376141433533,Svatunek computational data,Calculated from ΔG‡ = 14.12 kJ/mol,c1(O)ccccc1c2nnc(c1cnccc1)nn2
T1296 + TCO,20836579949.909046,10.31882643675932,Svatunek computational data,Calculated from ΔG‡ = 14.12 kJ/mol,CC(=O)Nc2nnc(c1c(O)cccc1)nn2
T0388 + TCO,20826033127.817318,10.318606554884635,Svatunek computational data,Calculated from ΔG‡ = 14.13 kJ/mol,C=Cc2nnc(c1ncccc1)nn2
T0048 + TCO,20799689422.48343,10.318056850197921,Svatunek computational data,Calculated from ΔG‡ = 14.13 kJ/mol,c1cccnc1c2nnc(CC)nn2
T1102 + TCO,20783899197.733303,10.317727027398393,Svatunek computational data,Calculated from ΔG‡ = 14.13 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1c(O)cccc1)nn2
T0113 + TCO,20752354699.70577,10.317067381774338,Svatunek computational data,Calculated from ΔG‡ = 14.13 kJ/mol,c1ncncc1c2nnc(I)nn2
T1427 + TCO,20736600408.83348,10.316737558962311,Svatunek computational data,Calculated from ΔG‡ = 14.14 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(=O)O)cc1)nn2
T0975 + TCO,20726104192.0511,10.316517677062627,Svatunek computational data,Calculated from ΔG‡ = 14.14 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(C#Cc1ccccc1)nn2
T0765 + TCO,20584924182.145897,10.313549271754379,Svatunek computational data,Calculated from ΔG‡ = 14.15 kJ/mol,c1occc1c2nnc(CF)nn2
T1040 + TCO,20553681676.503048,10.312889626142823,Svatunek computational data,Calculated from ΔG‡ = 14.16 kJ/mol,c1cc(OC)ccc1c2nnc(F)nn2
T0718 + TCO,20543278048.62869,10.312669744268138,Svatunek computational data,Calculated from ΔG‡ = 14.16 kJ/mol,o1cccc1c2nnc(c1cncnc1)nn2
T1205 + TCO,20517292011.22633,10.312120039568926,Svatunek computational data,Calculated from ΔG‡ = 14.16 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(C#Cc1ccccc1)nn2
T0074 + TCO,20501716169.198822,10.3117902167444,Svatunek computational data,Calculated from ΔG‡ = 14.16 kJ/mol,c1cnccc1c2nnc(I)nn2
T0299 + TCO,20465418508.442684,10.3110206301955,Svatunek computational data,Calculated from ΔG‡ = 14.17 kJ/mol,FCc2nnc(c1ccc(O)cc1)nn2
T1025 + TCO,20455059556.02214,10.310800748308317,Svatunek computational data,Calculated from ΔG‡ = 14.17 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(C(C)=C)nn2
T0263 + TCO,20444705847.56653,10.310580866433632,Svatunek computational data,Calculated from ΔG‡ = 14.17 kJ/mol,c1cc(O)ccc1c2nnc(c1ncccc1)nn2
T0359 + TCO,20362064623.253624,10.308821811436152,Svatunek computational data,Calculated from ΔG‡ = 14.18 kJ/mol,C#Cc2nnc(I)nn2
T0672 + TCO,20346606623.740925,10.308491988624125,Svatunek computational data,Calculated from ΔG‡ = 14.18 kJ/mol,c1sccc1c2nnc(Cl)nn2
T0715 + TCO,20320869364.698307,10.307942283937411,Svatunek computational data,Calculated from ΔG‡ = 14.19 kJ/mol,o1cccc1c2nnc(c1ccncc1)nn2
T1110 + TCO,20290027623.712643,10.307282638300856,Svatunek computational data,Calculated from ΔG‡ = 14.19 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(C#Cc1ccccc1)nn2
T1028 + TCO,20269492473.1988,10.306842874551487,Svatunek computational data,Calculated from ΔG‡ = 14.19 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1occc1)nn2
T0654 + TCO,20248978106.502453,10.306403110814616,Svatunek computational data,Calculated from ΔG‡ = 14.19 kJ/mol,s1cccc1c2nnc(CF)nn2
T1090 + TCO,20177341184.925373,10.304863937679322,Svatunek computational data,Calculated from ΔG‡ = 14.2 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1ccccc1)nn2
T0417 + TCO,20116139859.868095,10.30354464644371,Svatunek computational data,Calculated from ΔG‡ = 14.21 kJ/mol,c1ccccc1C#Cc2nnc(c1cnccc1)nn2
T1159 + TCO,20060201732.260517,10.302335296120443,Svatunek computational data,Calculated from ΔG‡ = 14.22 kJ/mol,CC(=O)c2nnc(OC)nn2
T0968 + TCO,20055124167.73754,10.3022253551831,Svatunek computational data,Calculated from ΔG‡ = 14.22 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1cc(O)ccc1)nn2
T0681 + TCO,19938694244.77681,10.299696713611723,Svatunek computational data,Calculated from ΔG‡ = 14.23 kJ/mol,c1sccc1c2nnc(c1cncnc1)nn2
T1185 + TCO,19933647435.782383,10.299586772674381,Svatunek computational data,Calculated from ΔG‡ = 14.23 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1ccccc1)nn2
T0876 + TCO,19913472970.86914,10.299147008925011,Svatunek computational data,Calculated from ΔG‡ = 14.24 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1cncnc1)nn2
T0873 + TCO,19868155046.776325,10.29815754047643,Svatunek computational data,Calculated from ΔG‡ = 14.24 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1ccncc1)nn2
T1428 + TCO,19853072002.069702,10.297827717664402,Svatunek computational data,Calculated from ΔG‡ = 14.24 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(=O)OC)cc1)nn2
T1385 + TCO,19822940256.292,10.297168072065345,Svatunek computational data,Calculated from ΔG‡ = 14.25 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(Br)nn2
T1313 + TCO,19777828360.718555,10.296178603604265,Svatunek computational data,Calculated from ΔG‡ = 14.25 kJ/mol,CC(=O)Nc2nnc(c1occc1)nn2
T1379 + TCO,19762813888.128525,10.295848780792237,Svatunek computational data,Calculated from ΔG‡ = 14.26 kJ/mol,c1cc(C(=O)[O-])ccc1c2nncnn2
T0622 + TCO,19742812320.879253,10.295409017049115,Svatunek computational data,Calculated from ΔG‡ = 14.26 kJ/mol,CC(=C)c2nnc(C#C)nn2
T0602 + TCO,19648080969.901825,10.293320139195862,Svatunek computational data,Calculated from ΔG‡ = 14.27 kJ/mol,CC(=C)c2nnc(Br)nn2
T1032 + TCO,19633164997.61898,10.292990316421331,Svatunek computational data,Calculated from ΔG‡ = 14.27 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2
T0678 + TCO,19633164997.61898,10.292990316421331,Svatunek computational data,Calculated from ΔG‡ = 14.27 kJ/mol,c1sccc1c2nnc(c1ccncc1)nn2
T0043 + TCO,19538959765.54751,10.290901438599324,Svatunek computational data,Calculated from ΔG‡ = 14.28 kJ/mol,c1ccccc1c2nnc(Br)nn2
T0747 + TCO,19529069758.022243,10.290681556724639,Svatunek computational data,Calculated from ΔG‡ = 14.28 kJ/mol,c1occc1c2nnc(Cl)nn2
T0846 + TCO,19494494137.39557,10.28991197016324,Svatunek computational data,Calculated from ΔG‡ = 14.29 kJ/mol,c1cc(N)ccc1c2nnc(C(F)(F)F)nn2
T0238 + TCO,19489559763.821304,10.289802029250897,Svatunek computational data,Calculated from ΔG‡ = 14.29 kJ/mol,c1c(O)cccc1c2nnc(Br)nn2
T1027 + TCO,19445206555.641083,10.288812560777316,Svatunek computational data,Calculated from ΔG‡ = 14.3 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1cscc1)nn2
T1332 + TCO,19351903200.089138,10.286723682980307,Svatunek computational data,Calculated from ΔG‡ = 14.31 kJ/mol,c1(NC)ccccc1c2nnc(Cl)nn2
T1304 + TCO,19307863263.833073,10.285734214531725,Svatunek computational data,Calculated from ΔG‡ = 14.31 kJ/mol,CC(=O)Nc2nnc(C#Cc1ccccc1)nn2
T1360 + TCO,19298090230.65141,10.285514332669539,Svatunek computational data,Calculated from ΔG‡ = 14.31 kJ/mol,c1(NC)ccccc1c2nnc(C(OC)=C)nn2
T0860 + TCO,19278559000.525837,10.285074568907671,Svatunek computational data,Calculated from ΔG‡ = 14.32 kJ/mol,c1cc(N)ccc1c2nnc(C(=O)N)nn2
T1247 + TCO,19244426902.086216,10.28430498235877,Svatunek computational data,Calculated from ΔG‡ = 14.32 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(c1cc(O)ccc1)nn2
T0853 + TCO,19215218918.508247,10.283645336734716,Svatunek computational data,Calculated from ΔG‡ = 14.32 kJ/mol,c1cc(N)ccc1c2nnc(C(=O)OC)nn2
T1045 + TCO,19190912797.726097,10.283095632035504,Svatunek computational data,Calculated from ΔG‡ = 14.33 kJ/mol,c1cc(OC)ccc1c2nnc(c1ncccc1)nn2
T0035 + TCO,19186055262.766266,10.282985691060667,Svatunek computational data,Calculated from ΔG‡ = 14.33 kJ/mol,Ic2nnc(Br)nn2
T0710 + TCO,19142392754.706013,10.281996222637082,Svatunek computational data,Calculated from ΔG‡ = 14.33 kJ/mol,o1cccc1c2nnc(Br)nn2
T1103 + TCO,19137547503.16841,10.281886281712238,Svatunek computational data,Calculated from ΔG‡ = 14.33 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1cc(O)ccc1)nn2
